ml	 mAU
0.00	0.00
0.13	-0.01
0.27	-0.01
0.40	-0.01
0.53	0.08
0.67	0.04
0.80	0.00
0.93	-0.04
1.07	-0.09
1.20	-0.14
1.33	-0.17
1.47	-0.24
1.60	-0.28
1.73	-0.34
1.87	-0.40
2.00	-0.47
2.13	-0.52
2.27	-0.59
2.40	-0.65
2.53	-0.71
2.67	-0.79
2.80	-0.84
2.93	-0.90
3.07	-0.94
3.20	-0.99
3.33	-1.04
3.46	-1.08
3.60	-1.11
3.73	-1.16
3.86	-1.18
4.00	-1.20
4.13	-1.23
4.26	-1.23
4.40	-1.25
4.53	-1.27
4.66	-1.27
4.80	-1.27
4.93	-1.28
5.06	-1.32
5.20	-1.29
5.33	-1.30
5.46	-1.31
5.60	-1.33
5.73	-1.32
5.86	-1.33
6.00	-1.34
6.13	-1.35
6.26	-1.34
6.40	-1.34
6.53	-1.36
6.66	-1.36
6.80	-1.35
6.93	-1.38
7.06	-1.37
7.20	-1.38
7.33	-1.38
7.46	-1.40
7.60	-1.42
7.73	-1.40
7.86	-1.42
8.00	-1.43
8.13	-1.44
8.26	-1.45
8.40	-1.45
8.53	-1.45
8.66	-1.45
8.80	-1.46
8.93	-1.47
9.06	-1.48
9.20	-1.46
9.33	-1.47
9.46	-1.48
9.60	-1.50
9.73	-1.49
9.86	-1.51
10.00	-1.49
10.13	-1.50
10.26	-1.51
10.39	-1.52
10.53	-1.53
10.66	-1.55
10.79	-1.55
10.93	-1.57
11.06	-1.57
11.19	-1.59
11.33	-1.60
11.46	-1.63
11.59	-1.66
11.73	-1.67
11.86	-1.68
11.99	-1.71
12.13	-1.73
12.26	-1.74
12.39	-1.76
12.53	-1.79
12.66	-1.79
12.79	-1.83
12.93	-1.85
13.06	-1.87
13.19	-1.90
13.33	-1.91
13.46	-1.93
13.59	-1.94
13.73	-1.97
13.86	-1.99
13.99	-2.02
14.13	-2.04
14.26	-2.03
14.39	-2.06
14.53	-2.05
14.66	-2.07
14.79	-2.07
14.93	-2.10
15.06	-2.08
15.19	-2.09
15.33	-2.09
15.46	-2.08
15.59	-2.08
15.73	-2.08
15.86	-2.08
15.99	-2.07
16.13	-2.07
16.26	-2.06
16.39	-2.07
16.53	-2.06
16.66	-2.04
16.79	-2.07
16.93	-2.06
17.06	-2.06
17.19	-2.05
17.32	-2.05
17.46	-2.06
17.59	-2.05
17.72	-2.04
17.86	-2.05
17.99	-2.05
18.12	-2.05
18.26	-2.05
18.39	-2.06
18.52	-2.05
18.66	-2.04
18.79	-2.06
18.92	-2.04
19.06	-2.05
19.19	-2.03
19.32	-2.03
19.46	-2.03
19.59	-2.02
19.72	-2.03
19.86	-2.03
19.99	-2.03
20.12	-2.01
20.26	-2.00
20.39	-2.03
20.52	-2.01
20.66	-2.01
20.79	-2.01
20.92	-2.01
21.06	-2.01
21.19	-2.02
21.32	-2.03
21.46	-2.04
21.59	-2.05
21.72	-2.04
21.86	-2.08
21.99	-2.08
22.12	-2.11
22.26	-2.10
22.39	-2.12
22.52	-2.14
22.66	-2.17
22.79	-2.18
22.92	-2.19
23.06	-2.20
23.19	-2.22
23.32	-2.22
23.46	-2.23
23.59	-2.26
23.72	-2.25
23.85	-2.29
23.99	-2.28
24.12	-2.30
24.25	-2.32
24.39	-2.33
24.52	-2.35
24.65	-2.35
24.79	-2.36
24.92	-2.36
25.05	-2.36
25.19	-2.36
25.32	-2.35
25.45	-2.36
25.59	-2.36
25.72	-2.34
25.85	-2.32
25.99	-2.33
26.12	-2.32
26.25	-2.32
26.39	-2.31
26.52	-2.31
26.65	-2.31
26.79	-2.31
26.92	-2.29
27.05	-2.30
27.19	-2.30
27.32	-2.28
27.45	-2.27
27.59	-2.25
27.72	-2.27
27.85	-2.25
27.99	-2.26
28.12	-2.25
28.25	-2.25
28.39	-2.25
28.52	-2.24
28.65	-2.24
28.79	-2.23
28.92	-2.23
29.05	-2.22
29.19	-2.22
29.32	-2.21
29.45	-2.20
29.59	-2.20
29.72	-2.19
29.85	-2.17
29.99	-2.19
30.12	-2.19
30.25	-2.18
30.39	-2.18
30.52	-2.17
30.65	-2.17
30.78	-2.17
30.92	-2.16
31.05	-2.16
31.18	-2.17
31.32	-2.17
31.45	-2.16
31.58	-2.18
31.72	-2.18
31.85	-2.19
31.98	-2.19
32.12	-2.20
32.25	-2.21
32.38	-2.23
32.52	-2.25
32.65	-2.24
32.78	-2.27
32.92	-2.27
33.05	-2.29
33.18	-2.30
33.32	-2.31
33.45	-2.31
33.58	-2.32
33.72	-2.33
33.85	-2.32
33.98	-2.32
34.12	-2.30
34.25	-2.30
34.38	-2.27
34.52	-2.21
34.65	-2.09
34.78	-1.88
34.92	-1.55
35.05	-1.02
35.18	-0.16
35.32	1.08
35.45	2.95
35.58	6.04
35.72	10.53
35.85	17.03
35.98	26.36
36.12	37.90
36.25	52.51
36.38	72.56
36.52	95.73
36.65	116.47
36.78	129.79
36.92	133.35
37.05	129.72
37.18	120.68
37.32	108.95
37.45	96.14
37.58	82.60
37.71	70.87
37.85	60.94
37.98	52.02
38.11	45.10
38.25	39.67
38.38	35.23
38.51	31.79
38.65	29.00
38.78	26.39
38.91	24.18
39.05	22.23
39.18	20.39
39.31	18.79
39.45	17.41
39.58	16.06
39.71	14.91
39.85	13.90
39.98	12.91
40.11	12.09
40.25	11.38
40.38	10.68
40.51	10.09
40.65	9.61
40.78	9.13
40.91	8.73
41.05	8.36
41.18	8.02
41.31	7.77
41.45	7.56
41.58	7.35
41.71	7.13
41.85	6.97
41.98	6.82
42.11	6.71
42.25	6.61
42.38	6.53
42.51	6.49
42.65	6.44
42.78	6.42
42.91	6.43
43.05	6.42
43.18	6.45
43.31	6.50
43.45	6.58
43.58	6.66
43.71	6.77
43.85	6.88
43.98	7.03
44.11	7.21
44.25	7.38
44.38	7.57
44.51	7.80
44.64	8.07
44.78	8.35
44.91	8.64
45.04	8.98
45.18	9.36
45.31	9.76
45.44	10.19
45.58	10.65
45.71	11.15
45.84	11.67
45.98	12.24
46.11	12.88
46.24	13.50
46.38	14.17
46.51	14.90
46.64	15.63
46.78	16.41
46.91	17.24
47.04	18.07
47.18	18.90
47.31	19.79
47.44	20.67
47.58	21.57
47.71	22.49
47.84	23.38
47.98	24.28
48.11	25.21
48.24	26.07
48.38	26.93
48.51	27.81
48.64	28.63
48.78	29.42
48.91	30.19
49.04	30.90
49.18	31.57
49.31	32.20
49.44	32.76
49.58	33.30
49.71	33.79
49.84	34.21
49.98	34.59
50.11	34.93
50.24	35.20
50.38	35.45
50.51	35.61
50.64	35.76
50.78	35.84
50.91	35.88
51.04	35.88
51.17	35.82
51.31	35.77
51.44	35.63
51.57	35.54
51.71	35.37
51.84	35.19
51.97	34.98
52.11	34.75
52.24	34.57
52.37	34.38
52.51	34.20
52.64	34.08
52.77	33.95
52.91	33.91
53.04	33.93
53.17	34.00
53.31	34.21
53.44	34.52
53.57	34.99
53.71	35.64
53.84	36.45
53.97	37.53
54.11	38.92
54.24	40.54
54.37	42.63
54.51	45.18
54.64	48.09
54.77	51.59
54.91	55.85
55.04	60.56
55.17	66.22
55.31	72.85
55.44	79.78
55.57	88.00
55.71	97.58
55.84	107.58
55.97	119.21
56.11	132.81
56.24	146.89
56.37	163.03
56.51	181.53
56.64	200.21
56.77	221.23
56.91	244.55
57.04	268.13
57.17	293.93
57.31	322.29
57.44	350.26
57.57	380.55
57.71	412.97
57.84	444.98
57.97	478.46
58.10	514.09
58.24	548.26
58.37	583.67
58.50	621.54
58.64	656.24
58.77	692.14
58.90	727.82
59.04	761.05
59.17	793.13
59.30	825.88
59.44	855.09
59.57	883.38
59.70	910.70
59.84	934.83
59.97	957.01
60.10	977.93
60.24	995.25
60.37	1010.39
60.50	1023.32
60.64	1033.64
60.77	1041.17
60.90	1046.69
61.04	1049.28
61.17	1049.44
61.30	1047.25
61.44	1043.22
61.57	1037.22
61.70	1028.40
61.84	1017.50
61.97	1003.97
62.10	988.11
62.24	970.68
62.37	953.12
62.50	932.38
62.64	911.15
62.77	888.84
62.90	864.12
63.04	839.70
63.17	814.45
63.30	787.29
63.44	760.90
63.57	734.31
63.70	705.87
63.84	678.95
63.97	651.97
64.10	623.72
64.24	597.14
64.37	571.00
64.50	544.12
64.64	518.78
64.77	494.41
64.90	469.33
65.03	446.02
65.17	423.97
65.30	401.26
65.43	380.33
65.57	361.37
65.70	342.76
65.83	325.48
65.97	309.14
66.10	292.84
66.23	276.96
66.37	262.51
66.50	247.39
66.63	233.72
66.77	220.75
66.90	207.91
67.03	196.40
67.17	185.79
67.30	175.18
67.43	165.56
67.57	156.73
67.70	148.00
67.83	140.13
67.97	132.99
68.10	125.79
68.23	119.44
68.37	113.60
68.50	107.87
68.63	102.43
68.77	97.55
68.90	92.84
69.03	88.66
69.17	85.10
69.30	81.54
69.43	78.32
69.57	75.42
69.70	72.48
69.83	69.80
69.97	67.40
70.10	65.17
70.23	63.09
70.37	61.14
70.50	59.35
70.63	57.65
70.77	56.15
70.90	54.72
71.03	53.38
71.17	52.12
71.30	51.00
71.43	49.88
71.56	48.90
71.70	47.78
71.83	46.87
71.96	45.99
72.10	45.24
72.23	44.46
72.36	43.56
72.50	42.82
72.63	42.05
72.76	41.31
72.90	40.64
73.03	39.94
73.16	39.29
73.30	38.64
73.43	38.01
73.56	37.40
73.70	36.81
73.83	36.20
73.96	35.61
74.10	35.05
74.23	34.48
74.36	33.93
74.50	33.39
74.63	32.84
74.76	32.34
74.90	31.80
75.03	31.27
75.16	30.78
75.30	30.30
75.43	29.79
75.56	29.33
75.70	28.87
75.83	28.45
75.96	28.08
76.10	27.71
76.23	27.36
76.36	27.02
76.50	26.67
76.63	26.35
76.76	25.99
76.90	25.61
77.03	25.25
77.16	24.92
77.30	24.58
77.43	24.27
77.56	23.98
77.70	23.67
77.83	23.36
77.96	23.11
78.10	22.82
78.23	22.55
78.36	22.30
78.49	22.04
78.63	21.80
78.76	21.59
78.89	21.33
79.03	21.08
79.16	20.88
79.29	20.70
79.43	20.51
79.56	20.31
79.69	20.12
79.83	19.92
79.96	19.74
80.09	19.57
80.23	19.41
80.36	19.24
80.49	19.07
80.63	18.87
80.76	18.73
80.89	18.56
81.03	18.41
81.16	18.26
81.29	18.10
81.43	17.94
81.56	17.80
81.69	17.63
81.83	17.49
81.96	17.33
82.09	17.20
82.23	17.06
82.36	16.91
82.49	16.77
82.63	16.61
82.76	16.47
82.89	16.32
83.03	16.19
83.16	16.06
83.29	15.92
83.43	15.75
83.56	15.65
83.69	15.52
83.83	15.39
83.96	15.27
84.09	15.14
84.23	15.04
84.36	14.94
84.49	14.84
84.63	14.73
84.76	14.63
84.89	14.54
85.03	14.44
85.16	14.35
85.29	14.26
85.42	14.18
85.56	14.11
85.69	14.03
85.82	13.95
85.96	13.88
86.09	13.80
86.22	13.75
86.36	13.70
86.49	13.65
86.62	13.59
86.76	13.53
86.89	13.45
87.02	13.41
87.16	13.33
87.29	13.25
87.42	13.17
87.56	13.11
87.69	13.02
87.82	12.94
87.96	12.86
88.09	12.79
88.22	12.71
88.36	12.61
88.49	12.53
88.62	12.44
88.76	12.35
88.89	12.24
89.02	12.15
89.16	12.06
89.29	11.93
89.42	11.83
89.56	11.74
89.69	11.66
89.82	11.54
89.96	11.44
90.09	11.34
90.22	11.25
90.36	11.13
90.49	11.04
90.62	10.93
90.76	10.83
90.89	10.75
91.02	10.64
91.16	10.55
91.29	10.47
91.42	10.37
91.56	10.28
91.69	10.20
91.82	10.10
91.96	10.02
92.09	9.95
92.22	9.85
92.35	9.78
92.49	9.72
92.62	9.62
92.75	9.56
92.89	9.46
93.02	9.40
93.15	9.33
93.29	9.23
93.42	9.17
93.55	9.09
93.69	9.03
93.82	8.95
93.95	8.87
94.09	8.81
94.22	8.75
94.35	8.70
94.49	8.63
94.62	8.56
94.75	8.51
94.89	8.44
95.02	8.38
95.15	8.32
95.29	8.28
95.42	8.21
95.55	8.17
95.69	8.11
95.82	8.05
95.95	8.01
96.09	7.96
96.22	7.91
96.35	7.86
96.49	7.80
96.62	7.77
96.75	7.73
96.89	7.69
97.02	7.67
97.15	7.61
97.29	7.59
97.42	7.55
97.55	7.49
97.69	7.45
97.82	7.42
97.95	7.34
98.09	7.31
98.22	7.27
98.35	7.22
98.49	7.18
98.62	7.14
98.75	7.08
98.88	7.02
99.02	6.97
99.15	6.92
99.28	6.88
99.42	6.84
99.55	6.77
99.68	6.72
99.82	6.66
99.95	6.59
100.08	6.53
100.22	6.49
100.35	6.44
100.48	6.39
100.62	6.34
100.75	6.30
100.88	6.27
101.02	6.25
101.15	6.21
101.28	6.17
101.42	6.14
101.55	6.12
101.68	6.12
101.82	6.11
101.95	6.11
102.08	6.09
102.22	6.10
102.35	6.09
102.48	6.09
102.62	6.07
102.75	6.07
102.88	6.07
103.02	6.07
103.15	6.08
103.28	6.07
103.42	6.06
103.55	6.06
103.68	6.07
103.82	6.05
103.95	6.07
104.08	6.06
104.22	6.06
104.35	6.06
104.48	6.05
104.62	6.03
104.75	6.04
104.88	6.03
105.02	6.03
105.15	6.02
105.28	6.00
105.42	5.96
105.55	5.94
105.68	5.93
105.81	5.89
105.95	5.86
106.08	5.81
106.21	5.79
106.35	5.75
106.48	5.70
106.61	5.66
106.75	5.62
106.88	5.59
107.01	5.54
107.15	5.50
107.28	5.47
107.41	5.44
107.55	5.41
107.68	5.35
107.81	5.31
107.95	5.29
108.08	5.22
108.21	5.19
108.35	5.16
108.48	5.12
108.61	5.09
108.75	5.07
108.88	5.03
109.01	4.98
109.15	4.97
109.28	4.92
109.41	4.90
109.55	4.87
109.68	4.86
109.81	4.83
109.95	4.80
110.08	4.75
110.21	4.73
110.35	4.69
110.48	4.68
110.61	4.63
110.75	4.60
110.88	4.56
111.01	4.56
111.15	4.52
111.28	4.51
111.41	4.46
111.55	4.44
111.68	4.41
111.81	4.38
111.95	4.36
112.08	4.33
112.21	4.30
112.35	4.28
112.48	4.25
112.61	4.24
112.74	4.23
112.88	4.22
113.01	4.19
113.14	4.17
113.28	4.15
113.41	4.12
113.54	4.11
113.68	4.05
113.81	4.05
113.94	4.04
114.08	4.01
114.21	4.00
114.34	4.01
114.48	3.98
114.61	3.97
114.74	3.96
114.88	3.96
115.01	3.96
115.14	3.97
115.28	3.98
115.41	4.00
115.54	4.01
115.68	4.03
115.81	4.05
115.94	4.10
116.08	4.14
116.21	4.18
116.34	4.25
116.48	4.29
116.61	4.36
116.74	4.45
116.88	4.54
117.01	4.62
117.14	4.72
117.28	4.82
117.41	4.93
117.54	5.03
117.68	5.12
117.81	5.21
117.94	5.27
118.08	5.35
118.21	5.43
118.34	5.52
118.48	5.61
118.61	5.68
118.74	5.84
118.88	6.01
119.01	6.21
119.14	6.45
119.27	6.61
119.41	6.71
119.54	6.73
119.67	6.71
119.81	6.65
119.94	6.58
120.07	6.48
120.21	6.38
120.34	6.22
120.47	6.11
120.61	5.98
120.74	5.86
120.87	5.76
121.01	5.67
121.14	5.58
121.27	5.54
121.41	5.51
121.54	5.46
121.67	5.31
121.81	5.11
121.94	4.84
122.07	4.60
122.21	4.34
122.34	4.11
122.47	3.92
122.61	3.73
122.74	3.57
122.87	3.41
123.01	3.26
123.14	3.09
123.27	2.95
123.41	2.79
123.54	2.61
123.67	2.43
123.81	2.29
123.94	2.14
124.07	2.02
